thumbnail,file_name,resource_link,name,altnames,name_eng,collection,curricular,featured,content_org,description_eng,language,educationalalignment,educationalsubject,educationallevel,audience,educationaluse,interactivitytype,source,teaches,tags, basedonurl,prior_node,member_of,assesses,timerequired,textcomplexity,readinglevel,age_range,created_by,license,translation_of,adaptation_of,contributors
http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/tn/tnCrankyWoodCutter.png,CrankyWoodCutter.mp4,http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/CrankyWoodCutter.mp4,क्रैंगकी वूड कटर ,,Cranky Wood Cutter ,,XCR,0,या कार्यक्रमात क्रैंगकी वूड कटर बाणवनेची माहती दिली आहे।,,"('mr', 'Marathi')",All,Science,Secondary and Senior Secondary,Teachers and Students,Videos,Expositive,Arvind Gupta,,"अरविंद गुप्ता, क्रैंगकी वूड कटर",,,,,,,,,,CC BY-SA,,,
http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/tn/tnCrazyMagnets.png,CrazyMagnets.mp4,http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/CrazyMagnets.mp4,क्रेज़ी मॅग्नेटस,,Crazy Magnets ,,XCR,0,या कार्यक्रमात क्रेज़ी मॅग्नेटस बाणवनेची माहती दिली आहे।,,"('mr', 'Marathi')",All,Science,Secondary and Senior Secondary,Teachers and Students,Videos,Expositive,Arvind Gupta,,"अरविंद गुप्ता, क्रेज़ी मॅग्नेटस, मॅग्नेट",,,,,,,,,,CC BY-SA,,,
http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/tn/tnCricketCap.png,CricketCap.mp4,http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/CricketCap.mp4,क्रिकेट कॅप,,Cricket Cap,,XCR,0,या कार्यक्रमात वर्तमानपत्र पासून क्रिकेट कॅप बाणवनेची माहती दिली आहे।,,"('mr', 'Marathi')",All,Science,Secondary and Senior Secondary,Teachers and Students,Videos,Expositive,Arvind Gupta,,"अरविंद गुप्ता, क्रिकेट कॅप, वर्तमानपत्र, टोपी ",,,,,,,,,,CC BY-SA,,,
http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/tn/tnCrownCapWhistle.png,CrownCapWhistle.mp4,http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/CrownCapWhistle.mp4,क्राउन कॅप विसटल,,Crown Cap Whistle ,,XCR,0,या कार्यक्रमात क्राउन कॅप विसटल बाणवनेची माहती दिली आहे।,,"('mr', 'Marathi')",All,Science,Secondary and Senior Secondary,Teachers and Students,Videos,Expositive,Arvind Gupta,,"अरविंद गुप्ता, क्राउन कॅप विसटल, शिट्टी",,,,,,,,,,CC BY-SA,,,
http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/tn/tnCubicalDance.png,CubicalDance.mp4,http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/CubicalDance.mp4,क्यूबिकल डान्स,,Cubical Dance ,,XCR,0,या कार्यक्रमात कागदा पासून क्यूबिकल डान्स बाणवनेची माहती दिली आहे।,,"('mr', 'Marathi')",All,Science,Secondary and Senior Secondary,Teachers and Students,Videos,Expositive,Arvind Gupta,,"अरविंद गुप्ता, क्यूबिकल डान्स, कागद  ",,,,,,,,,,CC BY-SA,,,
http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/tn/tnCubicalLantern.png,CubicalLantern.mp4,http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/CubicalLantern.mp4,क्यूबिकल लैन्टर्न,,Cubical Lantern ,,XCR,0,या कार्यक्रमात कागदा पासून आकाश कंदील बाणवनेची माहती दिली आहे।,,"('mr', 'Marathi')",All,Science,Secondary and Senior Secondary,Teachers and Students,Videos,Expositive,Arvind Gupta,,"अरविंद गुप्ता, क्यूबिकल लैन्टर्न, आकाश कंदील",,,,,,,,,,CC BY-SA,,,
http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/tn/tnCupCentrifuge.png,CupCentrifuge.mp4,http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/CupCentrifuge.mp4,कप सेन्ट्रिफ्यग,,Cup Centrifuge ,,XCR,0,या कार्यक्रमात कप सेन्ट्रिफ्यग बाणवनेची माहती दिली आहे।,,"('mr', 'Marathi')",All,Science,Secondary and Senior Secondary,Teachers and Students,Videos,Expositive,Arvind Gupta,,"अरविंद गुप्ता, कप सेन्ट्रिफ्यग",,,,,,,,,,CC BY-SA,,,
http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/tn/tnCupChandelier.png,CupChandelier.mp4,http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/CupChandelier.mp4,कप शैन्डलिर,,Cup Chandelier ,,XCR,0,या कार्यक्रमात पेपर कप पासून कप शैन्डलिर बाणवनेची माहती दिली आहे।,,"('mr', 'Marathi')",All,Science,Secondary and Senior Secondary,Teachers and Students,Videos,Expositive,Arvind Gupta,,"अरविंद गुप्ता, कप शैन्डलिर, झुंबर ",,,,,,,,,,CC BY-SA,,,
http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/tn/tnCupHelicopter.png,CupHelicopter.mp4,http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/CupHelicopter.mp4,कप हेलिकॉप्टर,,Cup Helicopter,,XCR,0,या कार्यक्रमात स्टायरोफोम चे कप पासून हेलिकॉप्टर बाणवनेची माहती दिली आहे।,,"('mr', 'Marathi')",All,Science,Secondary and Senior Secondary,Teachers and Students,Videos,Expositive,Arvind Gupta,,"अरविंद गुप्ता, कप हेलिकॉप्टर, स्टायरोफोम ",,,,,,,,,,CC BY-SA,,,
http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/tn/tnCuriousRat.png,CuriousRat.mp4,http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/CuriousRat.mp4,क्युरीअस रैट,,Curious Rat ,,XCR,0,या कार्यक्रमात कागदा पासून उंदीर बाणवनेची माहती दिली आहे।,,"('mr', 'Marathi')",All,Science,Secondary and Senior Secondary,Teachers and Students,Videos,Expositive,Arvind Gupta,,"अरविंद गुप्ता, क्युरीअस रैट, उंदीर",,,,,,,,,,CC BY-SA,,,
http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/tn/tnCylinderCone.png,CylinderCone.mp4,http://125.23.112.6/nroer-new/XCR/Videos/ArvindGupta/Marathi/1/CylinderCone.mp4,सिलन्डर कोन,,Cylinder Cone ,,XCR,0,या कार्यक्रमात टेट्रा पेक पासून सिलन्डर कोन बाणवनेची माहती दिली आहे।,,"('mr', 'Marathi')",All,Science,Secondary and Senior Secondary,Teachers and Students,Videos,Expositive,Arvind Gupta,,"अरविंद गुप्ता, सिलन्डर कोन",,,,,,,,,,CC BY-SA,,,
